Time of Day,Total Incidents,Animal Cruelty,Drug/Narcotic Offenses,Gambling Offenses,Pornography/Obscene Material,Prostitution Offenses,Weapon Law Violations,Estado
Total A.M. Hours,733794.0,7906.0,572040.0,680.0,18570.0,3994.0,130604.0,ohio
Midnight–12:59 a.m.,158929.0,1346.0,121412.0,91.0,5768.0,1171.0,29141.0,ohio
1 a.m.–1:59 a.m.,87137.0,192.0,68528.0,47.0,551.0,553.0,17266.0,ohio
2 a.m.–2:59 a.m.,68955.0,140.0,53164.0,38.0,399.0,401.0,14813.0,ohio
3 a.m.–3:59 a.m.,45427.0,126.0,35081.0,18.0,354.0,173.0,9675.0,ohio
4 a.m.–4:59 a.m.,27826.0,105.0,21073.0,16.0,255.0,76.0,6301.0,ohio
5 a.m.–5:59 a.m.,19706.0,138.0,14688.0,15.0,316.0,54.0,4495.0,ohio
6 a.m.–6:59 a.m.,23144.0,209.0,17767.0,17.0,502.0,71.0,4578.0,ohio
7 a.m.–7:59 a.m.,36493.0,458.0,29168.0,28.0,960.0,104.0,5775.0,ohio
8 a.m.–8:59 a.m.,55283.0,1078.0,43340.0,53.0,2589.0,157.0,8066.0,ohio
9 a.m.–9:59 a.m.,63761.0,1209.0,50792.0,72.0,2354.0,237.0,9097.0,ohio
 10 a.m.–10:59 a.m.,72514.0,1425.0,57904.0,137.0,2370.0,451.0,10227.0,ohio
 11 a.m.–11:59 a.m.,74619.0,1480.0,59123.0,148.0,2152.0,546.0,11170.0,ohio
Total P.M. Hours,1101865.0,12361.0,866286.0,1343.0,20527.0,8949.0,192399.0,ohio
Noon–12:59 p.m.,78127.0,1705.0,60389.0,157.0,3194.0,622.0,12060.0,ohio
1 p.m.–1:59 p.m.,81059.0,1505.0,64039.0,110.0,2360.0,608.0,12437.0,ohio
2 p.m.–2:59 p.m.,86785.0,1473.0,68766.0,175.0,2523.0,655.0,13193.0,ohio
3 p.m.–3:59 p.m.,90228.0,1464.0,71633.0,133.0,2272.0,663.0,14063.0,ohio
4 p.m.–4:59 p.m.,89370.0,1323.0,70578.0,126.0,1866.0,799.0,14678.0,ohio
5 p.m.–5:59 p.m.,82812.0,1091.0,64695.0,106.0,1566.0,773.0,14581.0,ohio
6 p.m.–6:59 p.m.,84230.0,1007.0,65601.0,132.0,1422.0,859.0,15209.0,ohio
7 p.m.–7:59 p.m.,91365.0,826.0,71609.0,109.0,1229.0,783.0,16809.0,ohio
8 p.m.–8:59 p.m.,97614.0,719.0,76348.0,86.0,1215.0,959.0,18287.0,ohio
9 p.m.–9:59 p.m.,102770.0,525.0,80315.0,85.0,1129.0,760.0,19956.0,ohio
 10 p.m.–10:59 p.m.,108871.0,401.0,85723.0,67.0,977.0,782.0,20921.0,ohio
 11 p.m.–11:59 p.m.,108634.0,322.0,86590.0,57.0,774.0,686.0,20205.0,ohio
Unknown Time of Day,25310.0,245.0,21134.0,98.0,774.0,64.0,2995.0,ohio
Total,1860969.0,20512.0,1459460.0,2121.0,39871.0,13007.0,325998.0,oklahoma
Total A.M. Hours,733794.0,7906.0,572040.0,680.0,18570.0,3994.0,130604.0,oklahoma
Midnight–12:59 a.m.,158929.0,1346.0,121412.0,91.0,5768.0,1171.0,29141.0,oklahoma
1 a.m.–1:59 a.m.,87137.0,192.0,68528.0,47.0,551.0,553.0,17266.0,oklahoma
2 a.m.–2:59 a.m.,68955.0,140.0,53164.0,38.0,399.0,401.0,14813.0,oklahoma
3 a.m.–3:59 a.m.,45427.0,126.0,35081.0,18.0,354.0,173.0,9675.0,oklahoma
4 a.m.–4:59 a.m.,27826.0,105.0,21073.0,16.0,255.0,76.0,6301.0,oklahoma
5 a.m.–5:59 a.m.,19706.0,138.0,14688.0,15.0,316.0,54.0,4495.0,oklahoma
6 a.m.–6:59 a.m.,23144.0,209.0,17767.0,17.0,502.0,71.0,4578.0,oklahoma
7 a.m.–7:59 a.m.,36493.0,458.0,29168.0,28.0,960.0,104.0,5775.0,oklahoma
8 a.m.–8:59 a.m.,55283.0,1078.0,43340.0,53.0,2589.0,157.0,8066.0,oklahoma
9 a.m.–9:59 a.m.,63761.0,1209.0,50792.0,72.0,2354.0,237.0,9097.0,oklahoma
 10 a.m.–10:59 a.m.,72514.0,1425.0,57904.0,137.0,2370.0,451.0,10227.0,oklahoma
 11 a.m.–11:59 a.m.,74619.0,1480.0,59123.0,148.0,2152.0,546.0,11170.0,oklahoma
Total P.M. Hours,1101865.0,12361.0,866286.0,1343.0,20527.0,8949.0,192399.0,oklahoma
Noon–12:59 p.m.,78127.0,1705.0,60389.0,157.0,3194.0,622.0,12060.0,oklahoma
1 p.m.–1:59 p.m.,81059.0,1505.0,64039.0,110.0,2360.0,608.0,12437.0,oklahoma
2 p.m.–2:59 p.m.,86785.0,1473.0,68766.0,175.0,2523.0,655.0,13193.0,oklahoma
3 p.m.–3:59 p.m.,90228.0,1464.0,71633.0,133.0,2272.0,663.0,14063.0,oklahoma
4 p.m.–4:59 p.m.,89370.0,1323.0,70578.0,126.0,1866.0,799.0,14678.0,oklahoma
5 p.m.–5:59 p.m.,82812.0,1091.0,64695.0,106.0,1566.0,773.0,14581.0,oklahoma
6 p.m.–6:59 p.m.,84230.0,1007.0,65601.0,132.0,1422.0,859.0,15209.0,oklahoma
7 p.m.–7:59 p.m.,91365.0,826.0,71609.0,109.0,1229.0,783.0,16809.0,oklahoma
8 p.m.–8:59 p.m.,97614.0,719.0,76348.0,86.0,1215.0,959.0,18287.0,oklahoma
9 p.m.–9:59 p.m.,102770.0,525.0,80315.0,85.0,1129.0,760.0,19956.0,oklahoma
 10 p.m.–10:59 p.m.,108871.0,401.0,85723.0,67.0,977.0,782.0,20921.0,oklahoma
 11 p.m.–11:59 p.m.,108634.0,322.0,86590.0,57.0,774.0,686.0,20205.0,oklahoma
Unknown Time of Day,25310.0,245.0,21134.0,98.0,774.0,64.0,2995.0,oklahoma
Total,1860969.0,20512.0,1459460.0,2121.0,39871.0,13007.0,325998.0,oregon
Total A.M. Hours,733794.0,7906.0,572040.0,680.0,18570.0,3994.0,130604.0,oregon
Midnight–12:59 a.m.,158929.0,1346.0,121412.0,91.0,5768.0,1171.0,29141.0,oregon
1 a.m.–1:59 a.m.,87137.0,192.0,68528.0,47.0,551.0,553.0,17266.0,oregon
2 a.m.–2:59 a.m.,68955.0,140.0,53164.0,38.0,399.0,401.0,14813.0,oregon
3 a.m.–3:59 a.m.,45427.0,126.0,35081.0,18.0,354.0,173.0,9675.0,oregon
4 a.m.–4:59 a.m.,27826.0,105.0,21073.0,16.0,255.0,76.0,6301.0,oregon
5 a.m.–5:59 a.m.,19706.0,138.0,14688.0,15.0,316.0,54.0,4495.0,oregon
6 a.m.–6:59 a.m.,23144.0,209.0,17767.0,17.0,502.0,71.0,4578.0,oregon
7 a.m.–7:59 a.m.,36493.0,458.0,29168.0,28.0,960.0,104.0,5775.0,oregon
8 a.m.–8:59 a.m.,55283.0,1078.0,43340.0,53.0,2589.0,157.0,8066.0,oregon
9 a.m.–9:59 a.m.,63761.0,1209.0,50792.0,72.0,2354.0,237.0,9097.0,oregon
 10 a.m.–10:59 a.m.,72514.0,1425.0,57904.0,137.0,2370.0,451.0,10227.0,oregon
 11 a.m.–11:59 a.m.,74619.0,1480.0,59123.0,148.0,2152.0,546.0,11170.0,oregon
Total P.M. Hours,1101865.0,12361.0,866286.0,1343.0,20527.0,8949.0,192399.0,oregon
Noon–12:59 p.m.,78127.0,1705.0,60389.0,157.0,3194.0,622.0,12060.0,oregon
1 p.m.–1:59 p.m.,81059.0,1505.0,64039.0,110.0,2360.0,608.0,12437.0,oregon
2 p.m.–2:59 p.m.,86785.0,1473.0,68766.0,175.0,2523.0,655.0,13193.0,oregon
3 p.m.–3:59 p.m.,90228.0,1464.0,71633.0,133.0,2272.0,663.0,14063.0,oregon
4 p.m.–4:59 p.m.,89370.0,1323.0,70578.0,126.0,1866.0,799.0,14678.0,oregon
5 p.m.–5:59 p.m.,82812.0,1091.0,64695.0,106.0,1566.0,773.0,14581.0,oregon
6 p.m.–6:59 p.m.,84230.0,1007.0,65601.0,132.0,1422.0,859.0,15209.0,oregon
7 p.m.–7:59 p.m.,91365.0,826.0,71609.0,109.0,1229.0,783.0,16809.0,oregon
8 p.m.–8:59 p.m.,97614.0,719.0,76348.0,86.0,1215.0,959.0,18287.0,oregon
9 p.m.–9:59 p.m.,102770.0,525.0,80315.0,85.0,1129.0,760.0,19956.0,oregon
 10 p.m.–10:59 p.m.,108871.0,401.0,85723.0,67.0,977.0,782.0,20921.0,oregon
 11 p.m.–11:59 p.m.,108634.0,322.0,86590.0,57.0,774.0,686.0,20205.0,oregon
Unknown Time of Day,25310.0,245.0,21134.0,98.0,774.0,64.0,2995.0,oregon
Total,1860969.0,20512.0,1459460.0,2121.0,39871.0,13007.0,325998.0,pennsylvania
Total A.M. Hours,733794.0,7906.0,572040.0,680.0,18570.0,3994.0,130604.0,pennsylvania
Midnight–12:59 a.m.,158929.0,1346.0,121412.0,91.0,5768.0,1171.0,29141.0,pennsylvania
1 a.m.–1:59 a.m.,87137.0,192.0,68528.0,47.0,551.0,553.0,17266.0,pennsylvania
2 a.m.–2:59 a.m.,68955.0,140.0,53164.0,38.0,399.0,401.0,14813.0,pennsylvania
3 a.m.–3:59 a.m.,45427.0,126.0,35081.0,18.0,354.0,173.0,9675.0,pennsylvania
4 a.m.–4:59 a.m.,27826.0,105.0,21073.0,16.0,255.0,76.0,6301.0,pennsylvania
5 a.m.–5:59 a.m.,19706.0,138.0,14688.0,15.0,316.0,54.0,4495.0,pennsylvania
6 a.m.–6:59 a.m.,23144.0,209.0,17767.0,17.0,502.0,71.0,4578.0,pennsylvania
7 a.m.–7:59 a.m.,36493.0,458.0,29168.0,28.0,960.0,104.0,5775.0,pennsylvania
8 a.m.–8:59 a.m.,55283.0,1078.0,43340.0,53.0,2589.0,157.0,8066.0,pennsylvania
9 a.m.–9:59 a.m.,63761.0,1209.0,50792.0,72.0,2354.0,237.0,9097.0,pennsylvania
 10 a.m.–10:59 a.m.,72514.0,1425.0,57904.0,137.0,2370.0,451.0,10227.0,pennsylvania
 11 a.m.–11:59 a.m.,74619.0,1480.0,59123.0,148.0,2152.0,546.0,11170.0,pennsylvania
Total P.M. Hours,1101865.0,12361.0,866286.0,1343.0,20527.0,8949.0,192399.0,pennsylvania
Noon–12:59 p.m.,78127.0,1705.0,60389.0,157.0,3194.0,622.0,12060.0,pennsylvania
1 p.m.–1:59 p.m.,81059.0,1505.0,64039.0,110.0,2360.0,608.0,12437.0,pennsylvania
2 p.m.–2:59 p.m.,86785.0,1473.0,68766.0,175.0,2523.0,655.0,13193.0,pennsylvania
3 p.m.–3:59 p.m.,90228.0,1464.0,71633.0,133.0,2272.0,663.0,14063.0,pennsylvania
4 p.m.–4:59 p.m.,89370.0,1323.0,70578.0,126.0,1866.0,799.0,14678.0,pennsylvania
5 p.m.–5:59 p.m.,82812.0,1091.0,64695.0,106.0,1566.0,773.0,14581.0,pennsylvania
6 p.m.–6:59 p.m.,84230.0,1007.0,65601.0,132.0,1422.0,859.0,15209.0,pennsylvania
7 p.m.–7:59 p.m.,91365.0,826.0,71609.0,109.0,1229.0,783.0,16809.0,pennsylvania
8 p.m.–8:59 p.m.,97614.0,719.0,76348.0,86.0,1215.0,959.0,18287.0,pennsylvania
9 p.m.–9:59 p.m.,102770.0,525.0,80315.0,85.0,1129.0,760.0,19956.0,pennsylvania
 10 p.m.–10:59 p.m.,108871.0,401.0,85723.0,67.0,977.0,782.0,20921.0,pennsylvania
 11 p.m.–11:59 p.m.,108634.0,322.0,86590.0,57.0,774.0,686.0,20205.0,pennsylvania
Unknown Time of Day,25310.0,245.0,21134.0,98.0,774.0,64.0,2995.0,pennsylvania
Total,1860969.0,20512.0,1459460.0,2121.0,39871.0,13007.0,325998.0,puertorico
Total A.M. Hours,733794.0,7906.0,572040.0,680.0,18570.0,3994.0,130604.0,puertorico
Midnight–12:59 a.m.,158929.0,1346.0,121412.0,91.0,5768.0,1171.0,29141.0,puertorico
1 a.m.–1:59 a.m.,87137.0,192.0,68528.0,47.0,551.0,553.0,17266.0,puertorico
2 a.m.–2:59 a.m.,68955.0,140.0,53164.0,38.0,399.0,401.0,14813.0,puertorico
3 a.m.–3:59 a.m.,45427.0,126.0,35081.0,18.0,354.0,173.0,9675.0,puertorico
4 a.m.–4:59 a.m.,27826.0,105.0,21073.0,16.0,255.0,76.0,6301.0,puertorico
5 a.m.–5:59 a.m.,19706.0,138.0,14688.0,15.0,316.0,54.0,4495.0,puertorico
6 a.m.–6:59 a.m.,23144.0,209.0,17767.0,17.0,502.0,71.0,4578.0,puertorico
7 a.m.–7:59 a.m.,36493.0,458.0,29168.0,28.0,960.0,104.0,5775.0,puertorico
8 a.m.–8:59 a.m.,55283.0,1078.0,43340.0,53.0,2589.0,157.0,8066.0,puertorico
9 a.m.–9:59 a.m.,63761.0,1209.0,50792.0,72.0,2354.0,237.0,9097.0,puertorico
 10 a.m.–10:59 a.m.,72514.0,1425.0,57904.0,137.0,2370.0,451.0,10227.0,puertorico
 11 a.m.–11:59 a.m.,74619.0,1480.0,59123.0,148.0,2152.0,546.0,11170.0,puertorico
Total P.M. Hours,1101865.0,12361.0,866286.0,1343.0,20527.0,8949.0,192399.0,puertorico
Noon–12:59 p.m.,78127.0,1705.0,60389.0,157.0,3194.0,622.0,12060.0,puertorico
1 p.m.–1:59 p.m.,81059.0,1505.0,64039.0,110.0,2360.0,608.0,12437.0,puertorico
2 p.m.–2:59 p.m.,86785.0,1473.0,68766.0,175.0,2523.0,655.0,13193.0,puertorico
3 p.m.–3:59 p.m.,90228.0,1464.0,71633.0,133.0,2272.0,663.0,14063.0,puertorico
4 p.m.–4:59 p.m.,89370.0,1323.0,70578.0,126.0,1866.0,799.0,14678.0,puertorico
5 p.m.–5:59 p.m.,82812.0,1091.0,64695.0,106.0,1566.0,773.0,14581.0,puertorico
6 p.m.–6:59 p.m.,84230.0,1007.0,65601.0,132.0,1422.0,859.0,15209.0,puertorico
7 p.m.–7:59 p.m.,91365.0,826.0,71609.0,109.0,1229.0,783.0,16809.0,puertorico
8 p.m.–8:59 p.m.,97614.0,719.0,76348.0,86.0,1215.0,959.0,18287.0,puertorico
9 p.m.–9:59 p.m.,102770.0,525.0,80315.0,85.0,1129.0,760.0,19956.0,puertorico
 10 p.m.–10:59 p.m.,108871.0,401.0,85723.0,67.0,977.0,782.0,20921.0,puertorico
 11 p.m.–11:59 p.m.,108634.0,322.0,86590.0,57.0,774.0,686.0,20205.0,puertorico
Unknown Time of Day,25310.0,245.0,21134.0,98.0,774.0,64.0,2995.0,puertorico
Total,1860969.0,20512.0,1459460.0,2121.0,39871.0,13007.0,325998.0,rhodeisland
Total A.M. Hours,733794.0,7906.0,572040.0,680.0,18570.0,3994.0,130604.0,rhodeisland
Midnight–12:59 a.m.,158929.0,1346.0,121412.0,91.0,5768.0,1171.0,29141.0,rhodeisland
1 a.m.–1:59 a.m.,87137.0,192.0,68528.0,47.0,551.0,553.0,17266.0,rhodeisland
2 a.m.–2:59 a.m.,68955.0,140.0,53164.0,38.0,399.0,401.0,14813.0,rhodeisland
3 a.m.–3:59 a.m.,45427.0,126.0,35081.0,18.0,354.0,173.0,9675.0,rhodeisland
4 a.m.–4:59 a.m.,27826.0,105.0,21073.0,16.0,255.0,76.0,6301.0,rhodeisland
5 a.m.–5:59 a.m.,19706.0,138.0,14688.0,15.0,316.0,54.0,4495.0,rhodeisland
6 a.m.–6:59 a.m.,23144.0,209.0,17767.0,17.0,502.0,71.0,4578.0,rhodeisland
7 a.m.–7:59 a.m.,36493.0,458.0,29168.0,28.0,960.0,104.0,5775.0,rhodeisland
8 a.m.–8:59 a.m.,55283.0,1078.0,43340.0,53.0,2589.0,157.0,8066.0,rhodeisland
9 a.m.–9:59 a.m.,63761.0,1209.0,50792.0,72.0,2354.0,237.0,9097.0,rhodeisland
 10 a.m.–10:59 a.m.,72514.0,1425.0,57904.0,137.0,2370.0,451.0,10227.0,rhodeisland
 11 a.m.–11:59 a.m.,74619.0,1480.0,59123.0,148.0,2152.0,546.0,11170.0,rhodeisland
Total P.M. Hours,1101865.0,12361.0,866286.0,1343.0,20527.0,8949.0,192399.0,rhodeisland
Noon–12:59 p.m.,78127.0,1705.0,60389.0,157.0,3194.0,622.0,12060.0,rhodeisland
1 p.m.–1:59 p.m.,81059.0,1505.0,64039.0,110.0,2360.0,608.0,12437.0,rhodeisland
2 p.m.–2:59 p.m.,86785.0,1473.0,68766.0,175.0,2523.0,655.0,13193.0,rhodeisland
3 p.m.–3:59 p.m.,90228.0,1464.0,71633.0,133.0,2272.0,663.0,14063.0,rhodeisland
4 p.m.–4:59 p.m.,89370.0,1323.0,70578.0,126.0,1866.0,799.0,14678.0,rhodeisland
5 p.m.–5:59 p.m.,82812.0,1091.0,64695.0,106.0,1566.0,773.0,14581.0,rhodeisland
6 p.m.–6:59 p.m.,84230.0,1007.0,65601.0,132.0,1422.0,859.0,15209.0,rhodeisland
7 p.m.–7:59 p.m.,91365.0,826.0,71609.0,109.0,1229.0,783.0,16809.0,rhodeisland
8 p.m.–8:59 p.m.,97614.0,719.0,76348.0,86.0,1215.0,959.0,18287.0,rhodeisland
9 p.m.–9:59 p.m.,102770.0,525.0,80315.0,85.0,1129.0,760.0,19956.0,rhodeisland
 10 p.m.–10:59 p.m.,108871.0,401.0,85723.0,67.0,977.0,782.0,20921.0,rhodeisland
 11 p.m.–11:59 p.m.,108634.0,322.0,86590.0,57.0,774.0,686.0,20205.0,rhodeisland
Unknown Time of Day,25310.0,245.0,21134.0,98.0,774.0,64.0,2995.0,rhodeisland
Total,1860969.0,20512.0,1459460.0,2121.0,39871.0,13007.0,325998.0,southcarolina
Total A.M. Hours,733794.0,7906.0,572040.0,680.0,18570.0,3994.0,130604.0,southcarolina
Midnight–12:59 a.m.,158929.0,1346.0,121412.0,91.0,5768.0,1171.0,29141.0,southcarolina
1 a.m.–1:59 a.m.,87137.0,192.0,68528.0,47.0,551.0,553.0,17266.0,southcarolina
2 a.m.–2:59 a.m.,68955.0,140.0,53164.0,38.0,399.0,401.0,14813.0,southcarolina
3 a.m.–3:59 a.m.,45427.0,126.0,35081.0,18.0,354.0,173.0,9675.0,southcarolina
4 a.m.–4:59 a.m.,27826.0,105.0,21073.0,16.0,255.0,76.0,6301.0,southcarolina
5 a.m.–5:59 a.m.,19706.0,138.0,14688.0,15.0,316.0,54.0,4495.0,southcarolina
6 a.m.–6:59 a.m.,23144.0,209.0,17767.0,17.0,502.0,71.0,4578.0,southcarolina
7 a.m.–7:59 a.m.,36493.0,458.0,29168.0,28.0,960.0,104.0,5775.0,southcarolina
8 a.m.–8:59 a.m.,55283.0,1078.0,43340.0,53.0,2589.0,157.0,8066.0,southcarolina
9 a.m.–9:59 a.m.,63761.0,1209.0,50792.0,72.0,2354.0,237.0,9097.0,southcarolina
 10 a.m.–10:59 a.m.,72514.0,1425.0,57904.0,137.0,2370.0,451.0,10227.0,southcarolina
 11 a.m.–11:59 a.m.,74619.0,1480.0,59123.0,148.0,2152.0,546.0,11170.0,southcarolina
Total P.M. Hours,1101865.0,12361.0,866286.0,1343.0,20527.0,8949.0,192399.0,southcarolina
Noon–12:59 p.m.,78127.0,1705.0,60389.0,157.0,3194.0,622.0,12060.0,southcarolina
1 p.m.–1:59 p.m.,81059.0,1505.0,64039.0,110.0,2360.0,608.0,12437.0,southcarolina
2 p.m.–2:59 p.m.,86785.0,1473.0,68766.0,175.0,2523.0,655.0,13193.0,southcarolina
3 p.m.–3:59 p.m.,90228.0,1464.0,71633.0,133.0,2272.0,663.0,14063.0,southcarolina
4 p.m.–4:59 p.m.,89370.0,1323.0,70578.0,126.0,1866.0,799.0,14678.0,southcarolina
5 p.m.–5:59 p.m.,82812.0,1091.0,64695.0,106.0,1566.0,773.0,14581.0,southcarolina
6 p.m.–6:59 p.m.,84230.0,1007.0,65601.0,132.0,1422.0,859.0,15209.0,southcarolina
7 p.m.–7:59 p.m.,91365.0,826.0,71609.0,109.0,1229.0,783.0,16809.0,southcarolina
8 p.m.–8:59 p.m.,97614.0,719.0,76348.0,86.0,1215.0,959.0,18287.0,southcarolina
9 p.m.–9:59 p.m.,102770.0,525.0,80315.0,85.0,1129.0,760.0,19956.0,southcarolina
 10 p.m.–10:59 p.m.,108871.0,401.0,85723.0,67.0,977.0,782.0,20921.0,southcarolina
 11 p.m.–11:59 p.m.,108634.0,322.0,86590.0,57.0,774.0,686.0,20205.0,southcarolina
Unknown Time of Day,25310.0,245.0,21134.0,98.0,774.0,64.0,2995.0,southcarolina
Total,1860969.0,20512.0,1459460.0,2121.0,39871.0,13007.0,325998.0,southdakota
Total A.M. Hours,733794.0,7906.0,572040.0,680.0,18570.0,3994.0,130604.0,southdakota
Midnight–12:59 a.m.,158929.0,1346.0,121412.0,91.0,5768.0,1171.0,29141.0,southdakota
1 a.m.–1:59 a.m.,87137.0,192.0,68528.0,47.0,551.0,553.0,17266.0,southdakota
2 a.m.–2:59 a.m.,68955.0,140.0,53164.0,38.0,399.0,401.0,14813.0,southdakota
3 a.m.–3:59 a.m.,45427.0,126.0,35081.0,18.0,354.0,173.0,9675.0,southdakota
4 a.m.–4:59 a.m.,27826.0,105.0,21073.0,16.0,255.0,76.0,6301.0,southdakota
5 a.m.–5:59 a.m.,19706.0,138.0,14688.0,15.0,316.0,54.0,4495.0,southdakota
6 a.m.–6:59 a.m.,23144.0,209.0,17767.0,17.0,502.0,71.0,4578.0,southdakota
7 a.m.–7:59 a.m.,36493.0,458.0,29168.0,28.0,960.0,104.0,5775.0,southdakota
8 a.m.–8:59 a.m.,55283.0,1078.0,43340.0,53.0,2589.0,157.0,8066.0,southdakota
9 a.m.–9:59 a.m.,63761.0,1209.0,50792.0,72.0,2354.0,237.0,9097.0,southdakota
 10 a.m.–10:59 a.m.,72514.0,1425.0,57904.0,137.0,2370.0,451.0,10227.0,southdakota
 11 a.m.–11:59 a.m.,74619.0,1480.0,59123.0,148.0,2152.0,546.0,11170.0,southdakota
Total P.M. Hours,1101865.0,12361.0,866286.0,1343.0,20527.0,8949.0,192399.0,southdakota
Noon–12:59 p.m.,78127.0,1705.0,60389.0,157.0,3194.0,622.0,12060.0,southdakota
1 p.m.–1:59 p.m.,81059.0,1505.0,64039.0,110.0,2360.0,608.0,12437.0,southdakota
2 p.m.–2:59 p.m.,86785.0,1473.0,68766.0,175.0,2523.0,655.0,13193.0,southdakota
3 p.m.–3:59 p.m.,90228.0,1464.0,71633.0,133.0,2272.0,663.0,14063.0,southdakota
4 p.m.–4:59 p.m.,89370.0,1323.0,70578.0,126.0,1866.0,799.0,14678.0,southdakota
5 p.m.–5:59 p.m.,82812.0,1091.0,64695.0,106.0,1566.0,773.0,14581.0,southdakota
6 p.m.–6:59 p.m.,84230.0,1007.0,65601.0,132.0,1422.0,859.0,15209.0,southdakota
7 p.m.–7:59 p.m.,91365.0,826.0,71609.0,109.0,1229.0,783.0,16809.0,southdakota
8 p.m.–8:59 p.m.,97614.0,719.0,76348.0,86.0,1215.0,959.0,18287.0,southdakota
9 p.m.–9:59 p.m.,102770.0,525.0,80315.0,85.0,1129.0,760.0,19956.0,southdakota
 10 p.m.–10:59 p.m.,108871.0,401.0,85723.0,67.0,977.0,782.0,20921.0,southdakota
 11 p.m.–11:59 p.m.,108634.0,322.0,86590.0,57.0,774.0,686.0,20205.0,southdakota
Unknown Time of Day,25310.0,245.0,21134.0,98.0,774.0,64.0,2995.0,southdakota
Total,1860969.0,20512.0,1459460.0,2121.0,39871.0,13007.0,325998.0,tennesse
Total A.M. Hours,733794.0,7906.0,572040.0,680.0,18570.0,3994.0,130604.0,tennesse
Midnight–12:59 a.m.,158929.0,1346.0,121412.0,91.0,5768.0,1171.0,29141.0,tennesse
1 a.m.–1:59 a.m.,87137.0,192.0,68528.0,47.0,551.0,553.0,17266.0,tennesse
2 a.m.–2:59 a.m.,68955.0,140.0,53164.0,38.0,399.0,401.0,14813.0,tennesse
3 a.m.–3:59 a.m.,45427.0,126.0,35081.0,18.0,354.0,173.0,9675.0,tennesse
4 a.m.–4:59 a.m.,27826.0,105.0,21073.0,16.0,255.0,76.0,6301.0,tennesse
5 a.m.–5:59 a.m.,19706.0,138.0,14688.0,15.0,316.0,54.0,4495.0,tennesse
6 a.m.–6:59 a.m.,23144.0,209.0,17767.0,17.0,502.0,71.0,4578.0,tennesse
7 a.m.–7:59 a.m.,36493.0,458.0,29168.0,28.0,960.0,104.0,5775.0,tennesse
8 a.m.–8:59 a.m.,55283.0,1078.0,43340.0,53.0,2589.0,157.0,8066.0,tennesse
9 a.m.–9:59 a.m.,63761.0,1209.0,50792.0,72.0,2354.0,237.0,9097.0,tennesse
 10 a.m.–10:59 a.m.,72514.0,1425.0,57904.0,137.0,2370.0,451.0,10227.0,tennesse
 11 a.m.–11:59 a.m.,74619.0,1480.0,59123.0,148.0,2152.0,546.0,11170.0,tennesse
Total P.M. Hours,1101865.0,12361.0,866286.0,1343.0,20527.0,8949.0,192399.0,tennesse
Noon–12:59 p.m.,78127.0,1705.0,60389.0,157.0,3194.0,622.0,12060.0,tennesse
1 p.m.–1:59 p.m.,81059.0,1505.0,64039.0,110.0,2360.0,608.0,12437.0,tennesse
2 p.m.–2:59 p.m.,86785.0,1473.0,68766.0,175.0,2523.0,655.0,13193.0,tennesse
3 p.m.–3:59 p.m.,90228.0,1464.0,71633.0,133.0,2272.0,663.0,14063.0,tennesse
4 p.m.–4:59 p.m.,89370.0,1323.0,70578.0,126.0,1866.0,799.0,14678.0,tennesse
5 p.m.–5:59 p.m.,82812.0,1091.0,64695.0,106.0,1566.0,773.0,14581.0,tennesse
6 p.m.–6:59 p.m.,84230.0,1007.0,65601.0,132.0,1422.0,859.0,15209.0,tennesse
7 p.m.–7:59 p.m.,91365.0,826.0,71609.0,109.0,1229.0,783.0,16809.0,tennesse
8 p.m.–8:59 p.m.,97614.0,719.0,76348.0,86.0,1215.0,959.0,18287.0,tennesse
9 p.m.–9:59 p.m.,102770.0,525.0,80315.0,85.0,1129.0,760.0,19956.0,tennesse
 10 p.m.–10:59 p.m.,108871.0,401.0,85723.0,67.0,977.0,782.0,20921.0,tennesse
 11 p.m.–11:59 p.m.,108634.0,322.0,86590.0,57.0,774.0,686.0,20205.0,tennesse
Unknown Time of Day,25310.0,245.0,21134.0,98.0,774.0,64.0,2995.0,tennesse
Total,1860969.0,20512.0,1459460.0,2121.0,39871.0,13007.0,325998.0,texas
Total A.M. Hours,733794.0,7906.0,572040.0,680.0,18570.0,3994.0,130604.0,texas
Midnight–12:59 a.m.,158929.0,1346.0,121412.0,91.0,5768.0,1171.0,29141.0,texas
1 a.m.–1:59 a.m.,87137.0,192.0,68528.0,47.0,551.0,553.0,17266.0,texas
2 a.m.–2:59 a.m.,68955.0,140.0,53164.0,38.0,399.0,401.0,14813.0,texas
3 a.m.–3:59 a.m.,45427.0,126.0,35081.0,18.0,354.0,173.0,9675.0,texas
4 a.m.–4:59 a.m.,27826.0,105.0,21073.0,16.0,255.0,76.0,6301.0,texas
5 a.m.–5:59 a.m.,19706.0,138.0,14688.0,15.0,316.0,54.0,4495.0,texas
6 a.m.–6:59 a.m.,23144.0,209.0,17767.0,17.0,502.0,71.0,4578.0,texas
7 a.m.–7:59 a.m.,36493.0,458.0,29168.0,28.0,960.0,104.0,5775.0,texas
8 a.m.–8:59 a.m.,55283.0,1078.0,43340.0,53.0,2589.0,157.0,8066.0,texas
9 a.m.–9:59 a.m.,63761.0,1209.0,50792.0,72.0,2354.0,237.0,9097.0,texas
 10 a.m.–10:59 a.m.,72514.0,1425.0,57904.0,137.0,2370.0,451.0,10227.0,texas
